frame,t,mode,fps,L_body_x,L_body_y,L_body_z,R_body_x,R_body_y,R_body_z,L_tgt_x,R_tgt_x
916,72.836,single_2d,12.6,0.0665,-0.0000,-0.4458,-0.1682,-0.0000,0.3580,-0.0000,-0.0000
917,72.858,single_2d,12.6,0.0615,-0.0000,-0.4420,-0.1542,0.0000,0.3644,-0.0000,-0.0000
918,73.008,single_2d,12.6,0.0569,-0.0000,-0.4384,-0.1438,-0.0000,0.3697,-0.0000,-0.0000
919,73.029,single_2d,12.6,0.0541,-0.0000,-0.4342,-0.1329,0.0000,0.3738,-0.0000,-0.0000
920,73.054,single_2d,12.6,0.0523,-0.0000,-0.4312,-0.1225,0.0000,0.3765,-0.0000,-0.0000
921,73.208,single_2d,12.6,0.0505,0.0000,-0.4293,-0.1156,-0.0000,0.3811,-0.0000,-0.0000
922,73.230,single_2d,12.6,0.0468,0.0000,-0.4252,-0.1086,0.0000,0.3838,-0.0000,-0.0000
923,73.253,single_2d,12.6,0.0443,-0.0000,-0.4225,-0.1021,0.0000,0.3856,-0.0000,-0.0000
924,73.408,single_2d,12.6,0.0425,0.0000,-0.4209,-0.0955,0.0000,0.3875,-0.0000,-0.0000
925,73.432,single_2d,12.6,0.0422,0.0000,-0.4198,-0.0897,-0.0000,0.3901,-0.0000,-0.0000
926,73.458,single_2d,12.6,0.0419,0.0000,-0.4191,-0.0851,-0.0000,0.3929,-0.0000,-0.0000
927,73.616,single_2d,12.6,0.0415,0.0000,-0.4185,-0.0816,-0.0000,0.3936,-0.0000,-0.0000
928,73.638,single_2d,12.6,0.0410,0.0000,-0.4178,-0.0790,-0.0000,0.3942,-0.0000,-0.0000
929,73.663,single_2d,12.6,0.0403,0.0000,-0.4173,-0.0773,-0.0000,0.3959,-0.0000,-0.0000
930,73.819,single_2d,12.6,0.0396,0.0000,-0.4168,-0.0761,-0.0000,0.3970,-0.0000,-0.0000
931,73.842,single_2d,12.6,0.0385,0.0000,-0.4157,-0.0754,0.0000,0.3976,-0.0000,-0.0000
932,73.868,single_2d,12.6,0.0386,0.0000,-0.4157,-0.0748,-0.0000,0.3981,-0.0000,-0.0000
933,74.027,single_2d,12.6,0.0385,0.0000,-0.4160,-0.0739,-0.0000,0.3986,-0.0000,-0.0000
934,74.051,single_2d,12.6,0.0394,-0.0000,-0.4158,-0.0750,-0.0000,0.3995,-0.0000,-0.0000
935,74.077,single_2d,12.6,0.0397,-0.0000,-0.4159,-0.0743,0.0000,0.3993,-0.0000,-0.0000
936,74.242,single_2d,12.6,0.0394,0.0000,-0.4151,-0.0740,0.0000,0.4007,-0.0000,-0.0000
937,74.265,single_2d,12.6,0.0395,-0.0000,-0.4152,-0.0740,0.0000,0.3999,-0.0000,-0.0000
938,74.293,single_2d,12.6,0.0395,0.0000,-0.4159,-0.0735,-0.0000,0.3994,-0.0000,-0.0000
939,74.450,single_2d,12.6,0.0397,-0.0000,-0.4166,-0.0735,0.0000,0.3998,-0.0000,-0.0000
940,74.473,single_2d,12.6,0.0392,0.0000,-0.4163,-0.0738,0.0000,0.4000,-0.0000,-0.0000
941,74.499,single_2d,12.6,0.0386,0.0000,-0.4160,-0.0738,0.0000,0.4002,-0.0000,-0.0000
942,74.660,single_2d,12.6,0.0383,-0.0000,-0.4162,-0.0733,0.0000,0.4007,-0.0000,-0.0000
943,74.682,single_2d,12.6,0.0380,0.0000,-0.4157,-0.0729,-0.0000,0.4004,-0.0000,-0.0000
944,74.716,single_2d,12.6,0.0375,-0.0000,-0.4155,-0.0730,0.0000,0.4003,-0.0000,-0.0000
945,74.878,single_2d,12.6,0.0370,-0.0000,-0.4154,-0.0724,0.0000,0.3999,-0.0000,-0.0000
946,74.901,single_2d,12.6,0.0366,0.0000,-0.4155,-0.0727,0.0000,0.3990,-0.0000,-0.0000
947,74.925,single_2d,12.7,0.0360,-0.0000,-0.4154,-0.0732,0.0000,0.3990,-0.0000,-0.0000
948,75.088,single_2d,12.6,0.0354,0.0000,-0.4153,-0.0741,-0.0000,0.3994,-0.0000,-0.0000
949,75.111,single_2d,12.6,0.0350,-0.0000,-0.4157,-0.0755,0.0000,0.4008,-0.0000,-0.0000
950,75.135,single_2d,12.7,0.0348,0.0000,-0.4155,-0.0764,0.0000,0.4008,-0.0000,-0.0000
951,75.301,single_2d,12.6,0.0358,-0.0000,-0.4156,-0.0767,0.0000,0.3999,-0.0000,-0.0000
952,75.324,single_2d,12.7,0.0368,0.0000,-0.4146,-0.0760,0.0000,0.4011,-0.0000,-0.0000
953,75.347,single_2d,12.7,0.0377,-0.0000,-0.4143,-0.0749,0.0000,0.4018,-0.0000,-0.0000
954,75.509,single_2d,12.6,0.0384,-0.0000,-0.4140,-0.0741,0.0000,0.4023,-0.0000,-0.0000
955,75.533,single_2d,12.7,0.0377,0.0000,-0.4143,-0.0754,-0.0000,0.4023,-0.0000,-0.0000
956,75.557,single_2d,12.7,0.0372,-0.0000,-0.4144,-0.0758,-0.0000,0.4028,-0.0000,-0.0000
957,75.718,single_2d,12.7,0.0375,-0.0000,-0.4147,-0.0751,0.0000,0.4031,-0.0000,-0.0000
958,75.741,single_2d,12.7,0.0383,0.0000,-0.4162,-0.0753,-0.0000,0.4024,-0.0000,-0.0000
959,75.771,single_2d,12.7,0.0384,0.0000,-0.4164,-0.0742,0.0000,0.4021,-0.0000,-0.0000
960,75.940,single_2d,12.7,0.0385,0.0000,-0.4163,-0.0731,-0.0000,0.4020,-0.0000,-0.0000
961,75.962,single_2d,12.7,0.0390,-0.0000,-0.4168,-0.0729,-0.0000,0.4016,-0.0000,-0.0000
962,75.986,single_2d,12.7,0.0391,0.0000,-0.4166,-0.0730,0.0000,0.4015,-0.0000,-0.0000
963,76.149,single_2d,12.7,0.0392,-0.0000,-0.4163,-0.0726,-0.0000,0.4015,-0.0000,-0.0000
964,76.171,single_2d,12.7,0.0395,0.0000,-0.4164,-0.0722,-0.0000,0.4016,-0.0000,-0.0000
965,76.203,single_2d,12.7,0.0398,-0.0000,-0.4160,-0.0718,-0.0000,0.4029,-0.0000,-0.0000
966,76.395,single_2d,12.7,0.0398,0.0000,-0.4157,-0.0733,0.0000,0.4024,-0.0000,-0.0000
967,76.416,single_2d,12.7,0.0388,-0.0000,-0.4161,-0.0732,-0.0000,0.4018,-0.0000,-0.0000
968,76.444,single_2d,12.7,0.0384,-0.0000,-0.4160,-0.0745,-0.0000,0.4012,-0.0000,-0.0000
969,76.608,single_2d,12.7,0.0384,-0.0000,-0.4158,-0.0757,-0.0000,0.4008,-0.0000,-0.0000
970,76.631,single_2d,12.7,0.0425,0.0000,-0.4165,-0.0753,0.0000,0.4019,-0.0000,-0.0000
971,76.654,single_2d,12.7,0.0454,0.0000,-0.4171,-0.0747,0.0000,0.4014,-0.0000,-0.0000
972,76.816,single_2d,12.7,0.0470,0.0000,-0.4172,-0.0741,0.0000,0.4020,-0.0000,-0.0000
973,76.839,single_2d,12.7,0.0462,-0.0000,-0.4164,-0.0741,-0.0000,0.4006,-0.0000,-0.0000
974,76.862,single_2d,12.7,0.0452,-0.0000,-0.4166,-0.0744,-0.0000,0.3990,-0.0000,-0.0000
975,77.022,single_2d,12.7,0.0444,0.0000,-0.4166,-0.0747,0.0000,0.3976,-0.0000,-0.0000
976,77.044,single_2d,12.7,0.0425,-0.0000,-0.4169,-0.0744,0.0000,0.4001,-0.0000,-0.0000
977,77.068,single_2d,12.7,0.0406,0.0000,-0.4167,-0.0746,-0.0000,0.4002,-0.0000,-0.0000
978,77.230,single_2d,12.7,0.0395,-0.0000,-0.4168,-0.0748,0.0000,0.4002,-0.0000,-0.0000
979,77.253,single_2d,12.7,0.0388,0.0000,-0.4158,-0.0740,-0.0000,0.4000,-0.0000,-0.0000
980,77.277,single_2d,12.7,0.0381,-0.0000,-0.4152,-0.0733,-0.0000,0.3999,-0.0000,-0.0000
981,77.445,single_2d,12.7,0.0377,0.0000,-0.4145,-0.0728,-0.0000,0.3998,-0.0000,-0.0000
982,77.466,single_2d,12.7,0.0377,-0.0000,-0.4149,-0.0753,-0.0000,0.4023,-0.0000,-0.0000
983,77.492,single_2d,12.7,0.0381,0.0000,-0.4147,-0.0760,0.0000,0.4045,-0.0000,-0.0000
984,77.653,single_2d,12.7,0.0385,-0.0000,-0.4140,-0.0770,0.0000,0.4053,-0.0000,-0.0000
985,77.675,single_2d,12.7,0.0384,0.0000,-0.4147,-0.0798,0.0000,0.4055,-0.0000,-0.0000
986,77.708,single_2d,12.7,0.0387,-0.0000,-0.4150,-0.0815,-0.0000,0.4048,-0.0000,-0.0000
987,77.871,single_2d,12.7,0.0391,-0.0000,-0.4149,-0.0817,-0.0000,0.4029,-0.0000,-0.0000
988,77.894,single_2d,12.7,0.0384,-0.0000,-0.4153,-0.0830,0.0000,0.4030,-0.0000,-0.0000
989,77.917,single_2d,12.7,0.0385,0.0000,-0.4156,-0.0856,0.0000,0.4022,-0.0000,-0.0000
990,78.079,single_2d,12.7,0.0385,0.0000,-0.4151,-0.0879,-0.0000,0.4006,-0.0000,-0.0000
991,78.102,single_2d,12.7,0.0404,0.0000,-0.4156,-0.0891,0.0000,0.3977,-0.0000,-0.0000
992,78.125,single_2d,12.7,0.0418,-0.0000,-0.4165,-0.0916,0.0000,0.3951,-0.0000,-0.0000
993,78.285,single_2d,12.7,0.0425,0.0000,-0.4171,-0.0948,-0.0000,0.3923,-0.0000,-0.0000
994,78.308,single_2d,12.7,0.0444,0.0000,-0.4178,-0.0992,0.0000,0.3901,-0.0000,-0.0000
995,78.333,single_2d,12.7,0.0468,0.0000,-0.4186,-0.1051,0.0000,0.3871,-0.0000,-0.0000
996,78.493,single_2d,12.7,0.0487,0.0000,-0.4194,-0.1108,-0.0000,0.3844,-0.0000,-0.0000
997,78.516,single_2d,12.7,0.0499,-0.0000,-0.4214,-0.1174,0.0000,0.3818,-0.0000,-0.0000
998,78.546,single_2d,12.7,0.0511,-0.0000,-0.4232,-0.1244,0.0000,0.3781,-0.0000,-0.0000
999,78.705,single_2d,12.7,0.0517,0.0000,-0.4246,-0.1304,-0.0000,0.3748,-0.0000,-0.0000
1000,78.738,single_2d,12.7,0.0519,-0.0000,-0.4257,-0.1359,-0.0000,0.3721,-0.0000,-0.0000
1001,78.767,single_2d,12.7,0.0528,-0.0000,-0.4268,-0.1411,0.0000,0.3683,-0.0000,-0.0000
1002,78.920,single_2d,12.7,0.0542,-0.0000,-0.4279,-0.1478,0.0000,0.3672,-0.0000,-0.0000
1003,78.943,single_2d,12.7,0.0568,-0.0000,-0.4302,-0.1534,-0.0000,0.3652,-0.0000,-0.0000
1004,78.971,single_2d,12.7,0.0589,0.0000,-0.4317,-0.1610,0.0000,0.3633,-0.0000,-0.0000
1005,79.135,single_2d,12.7,0.0601,0.0000,-0.4339,-0.1701,-0.0000,0.3614,-0.0000,-0.0000
1006,79.158,single_2d,12.7,0.0620,-0.0000,-0.4365,-0.1786,0.0000,0.3581,-0.0000,-0.0000
1007,79.181,single_2d,12.7,0.0646,0.0000,-0.4391,-0.1875,0.0000,0.3554,-0.0000,-0.0000
1008,79.341,single_2d,12.7,0.0678,-0.0000,-0.4414,-0.1954,-0.0000,0.3524,-0.0000,-0.0000
1009,79.364,single_2d,12.7,0.0705,-0.0000,-0.4434,-0.2035,0.0000,0.3465,-0.0000,-0.0000
1010,79.388,single_2d,12.7,0.0732,-0.0000,-0.4452,-0.2115,0.0000,0.3413,-0.0000,-0.0000
1011,79.550,single_2d,12.7,0.0766,-0.0000,-0.4484,-0.2226,0.0000,0.3360,-0.0000,-0.0000
1012,79.573,single_2d,12.7,0.0801,-0.0000,-0.4518,-0.2341,0.0000,0.3289,-0.0000,-0.0000
1013,79.596,single_2d,12.7,0.0828,0.0000,-0.4547,-0.2430,-0.0000,0.3227,-0.0000,-0.0000
1014,79.754,single_2d,12.7,0.0855,0.0000,-0.4573,-0.2504,-0.0000,0.3177,-0.0000,-0.0000
1015,79.778,single_2d,12.7,0.0878,-0.0000,-0.4591,-0.2572,-0.0000,0.3137,-0.0000,-0.0000
1016,79.805,single_2d,12.7,0.0897,0.0000,-0.4607,-0.2683,0.0000,0.3101,-0.0000,-0.0000
1017,79.989,single_2d,12.7,0.0914,0.0000,-0.4622,-0.2723,0.0000,0.3013,-0.0000,-0.0000
1018,80.011,single_2d,12.7,0.0927,-0.0000,-0.4637,-0.2767,0.0000,0.2940,-0.0000,-0.0000
1019,80.044,single_2d,12.7,0.0937,-0.0000,-0.4649,-0.2834,-0.0000,0.2823,-0.0000,-0.0000
1020,80.205,single_2d,12.7,0.0946,-0.0000,-0.4656,-0.2934,-0.0000,0.2744,-0.0000,-0.0000
1021,80.227,single_2d,12.7,0.0951,0.0000,-0.4667,-0.3003,0.0000,0.2637,-0.0000,-0.0000
1022,80.250,single_2d,12.7,0.0955,0.0000,-0.4666,-0.3066,0.0000,0.2548,-0.0000,-0.0000
1023,80.423,single_2d,12.7,0.0950,0.0000,-0.4664,-0.3117,0.0000,0.2456,-0.0000,-0.0000
1024,80.447,single_2d,12.7,0.0934,-0.0000,-0.4646,-0.3149,0.0000,0.2363,-0.0000,-0.0000
1025,80.477,single_2d,12.7,0.0922,-0.0000,-0.4620,-0.3224,-0.0000,0.2237,-0.0000,-0.0000
1026,80.653,single_2d,12.7,0.0913,-0.0000,-0.4594,-0.3298,-0.0000,0.2098,-0.0000,-0.0000
1027,80.686,single_2d,12.7,0.0908,0.0000,-0.4571,-0.3368,0.0000,0.1996,-0.0000,-0.0000
1028,80.719,single_2d,12.7,0.0909,0.0000,-0.4561,-0.3451,0.0000,0.1892,-0.0000,-0.0000
1029,80.876,single_2d,12.7,0.0911,-0.0000,-0.4557,-0.3522,-0.0000,0.1807,-0.0000,-0.0000
1030,80.900,single_2d,12.7,0.0916,-0.0000,-0.4556,-0.3593,0.0000,0.1704,-0.0000,-0.0000
1031,80.922,single_2d,12.8,0.0917,0.0000,-0.4552,-0.3658,0.0000,0.1619,-0.0000,-0.0000
1032,81.081,single_2d,12.7,0.0929,-0.0000,-0.4548,-0.3711,0.0000,0.1539,-0.0000,-0.0000
1033,81.105,single_2d,12.7,0.0936,0.0000,-0.4544,-0.3775,-0.0000,0.1476,-0.0000,-0.0000
1034,81.131,single_2d,12.8,0.0941,-0.0000,-0.4542,-0.3837,-0.0000,0.1403,-0.0000,-0.0000
1035,81.295,single_2d,12.7,0.0945,-0.0000,-0.4539,-0.3891,-0.0000,0.1342,-0.0000,-0.0000
1036,81.318,single_2d,12.8,0.0953,0.0000,-0.4537,-0.3942,0.0000,0.1289,-0.0000,-0.0000
1037,81.342,single_2d,12.8,0.0959,0.0000,-0.4539,-0.3989,-0.0000,0.1215,-0.0000,-0.0000
1038,81.509,single_2d,12.7,0.0959,-0.0000,-0.4540,-0.4035,-0.0000,0.1155,-0.0000,-0.0000
1039,81.532,single_2d,12.8,0.0978,-0.0000,-0.4530,-0.4091,0.0000,0.1090,-0.0000,-0.0000
1040,81.560,single_2d,12.8,0.0979,-0.0000,-0.4528,-0.4134,0.0000,0.1007,-0.0000,-0.0000
1041,81.717,single_2d,12.8,0.0983,-0.0000,-0.4528,-0.4175,0.0000,0.0926,-0.0000,-0.0000
1042,81.741,single_2d,12.8,0.0982,-0.0000,-0.4526,-0.4209,0.0000,0.0838,-0.0000,-0.0000
1043,81.772,single_2d,12.8,0.0983,0.0000,-0.4512,-0.4233,-0.0000,0.0700,-0.0000,-0.0000
1044,81.940,single_2d,12.8,0.0980,0.0000,-0.4513,-0.4250,0.0000,0.0569,-0.0000,-0.0000
1045,81.962,single_2d,12.8,0.0976,-0.0000,-0.4517,-0.4259,-0.0000,0.0417,-0.0000,-0.0000
1046,81.988,single_2d,12.8,0.0974,0.0000,-0.4519,-0.4265,0.0000,0.0293,-0.0000,-0.0000
1047,82.144,single_2d,12.8,0.0977,-0.0000,-0.4518,-0.4269,0.0000,0.0177,-0.0000,-0.0000
1048,82.167,single_2d,12.8,0.0985,0.0000,-0.4520,-0.4281,-0.0000,0.0068,-0.0000,-0.0000
1049,82.191,single_2d,12.8,0.0995,-0.0000,-0.4515,-0.4300,-0.0000,-0.0033,-0.0000,-0.0000
1050,82.348,single_2d,12.8,0.1005,0.0000,-0.4512,-0.4320,-0.0000,-0.0126,-0.0000,-0.0000
1051,82.371,single_2d,12.8,0.1031,-0.0000,-0.4495,-0.4339,0.0000,-0.0197,-0.0000,-0.0000
1052,82.396,single_2d,12.8,0.1037,0.0000,-0.4480,-0.4359,-0.0000,-0.0285,-0.0000,-0.0000
1053,82.555,single_2d,12.8,0.1040,0.0000,-0.4468,-0.4380,-0.0000,-0.0364,-0.0000,-0.0000
1054,82.580,single_2d,12.8,0.1029,-0.0000,-0.4452,-0.4396,-0.0000,-0.0452,-0.0000,-0.0000
1055,82.604,single_2d,12.8,0.1020,-0.0000,-0.4427,-0.4407,0.0000,-0.0557,-0.0000,-0.0000
1056,82.786,single_2d,12.8,0.1017,0.0000,-0.4395,-0.4415,0.0000,-0.0654,-0.0000,-0.0000
1057,82.808,single_2d,12.8,0.1002,0.0000,-0.4356,-0.4418,-0.0000,-0.0745,-0.0000,-0.0000
1058,82.832,single_2d,12.8,0.0989,0.0000,-0.4326,-0.4414,-0.0000,-0.0849,-0.0000,-0.0000
1059,82.987,single_2d,12.8,0.0975,-0.0000,-0.4304,-0.4403,0.0000,-0.0966,-0.0000,-0.0000
1060,83.010,single_2d,12.8,0.0958,0.0000,-0.4275,-0.4398,0.0000,-0.1084,-0.0000,-0.0000
1061,83.051,single_2d,12.8,0.0934,0.0000,-0.4260,-0.4372,0.0000,-0.1268,-0.0000,-0.0000
1062,83.221,single_2d,12.8,0.0923,-0.0000,-0.4264,-0.4353,-0.0000,-0.1442,-0.0000,-0.0000
1063,83.243,single_2d,12.8,0.0917,-0.0000,-0.4261,-0.4324,0.0000,-0.1594,-0.0000,-0.0000
1064,83.277,single_2d,12.8,0.0908,0.0000,-0.4250,-0.4282,-0.0000,-0.1756,-0.0000,-0.0000
1065,83.439,single_2d,12.8,0.0894,-0.0000,-0.4240,-0.4237,0.0000,-0.1906,-0.0000,-0.0000
1066,83.462,single_2d,12.8,0.0855,-0.0000,-0.4227,-0.4198,-0.0000,-0.2023,-0.0000,-0.0000
1067,83.486,single_2d,12.8,0.0824,-0.0000,-0.4212,-0.4151,0.0000,-0.2137,-0.0000,-0.0000
1068,83.648,single_2d,12.8,0.0799,-0.0000,-0.4201,-0.4117,-0.0000,-0.2242,-0.0000,-0.0000
1069,83.670,single_2d,12.8,0.0757,-0.0000,-0.4211,-0.4087,0.0000,-0.2344,-0.0000,-0.0000
1070,83.694,single_2d,12.8,0.0725,0.0000,-0.4219,-0.4053,-0.0000,-0.2442,-0.0000,-0.0000
1071,83.851,single_2d,12.8,0.0697,0.0000,-0.4229,-0.4019,-0.0000,-0.2533,-0.0000,-0.0000
1072,83.874,single_2d,12.8,0.0676,-0.0000,-0.4234,-0.3961,-0.0000,-0.2627,-0.0000,-0.0000
1073,83.898,single_2d,12.8,0.0655,-0.0000,-0.4244,-0.3903,0.0000,-0.2729,-0.0000,-0.0000
1074,84.058,single_2d,12.8,0.0637,-0.0000,-0.4247,-0.3851,0.0000,-0.2811,-0.0000,-0.0000
1075,84.081,single_2d,12.8,0.0629,0.0000,-0.4250,-0.3798,0.0000,-0.2887,-0.0000,-0.0000
1076,84.109,single_2d,12.8,0.0631,0.0000,-0.4261,-0.3716,0.0000,-0.2982,-0.0000,-0.0000
1077,84.277,single_2d,12.8,0.0622,0.0000,-0.4266,-0.3641,-0.0000,-0.3087,-0.0000,-0.0000
1078,84.299,single_2d,12.8,0.0597,-0.0000,-0.4311,-0.3574,-0.0000,-0.3210,-0.0000,-0.0000
1079,84.322,single_2d,12.8,0.0597,0.0000,-0.4324,-0.3494,0.0000,-0.3321,-0.0000,-0.0000
1080,84.481,single_2d,12.8,0.0596,-0.0000,-0.4337,-0.3403,0.0000,-0.3434,-0.0000,-0.0000
1081,84.504,single_2d,12.8,0.0594,-0.0000,-0.4348,-0.3309,0.0000,-0.3537,-0.0000,-0.0000
1082,84.527,single_2d,12.8,0.0589,0.0000,-0.4363,-0.3181,0.0000,-0.3638,-0.0000,-0.0000
1083,84.688,single_2d,12.8,0.0582,-0.0000,-0.4389,-0.3033,-0.0000,-0.3730,-0.0000,-0.0000
1084,84.711,single_2d,12.8,0.0580,0.0000,-0.4417,-0.2894,0.0000,-0.3820,-0.0000,-0.0000
1085,84.736,single_2d,12.8,0.0579,-0.0000,-0.4443,-0.2769,-0.0000,-0.3914,-0.0000,-0.0000
1086,84.900,single_2d,12.8,0.0583,0.0000,-0.4465,-0.2653,0.0000,-0.3994,-0.0000,-0.0000
1087,84.924,single_2d,12.8,0.0586,0.0000,-0.4484,-0.2560,0.0000,-0.4055,-0.0000,-0.0000
1088,84.948,single_2d,12.8,0.0590,0.0000,-0.4499,-0.2445,0.0000,-0.4109,-0.0000,-0.0000
1089,85.108,single_2d,12.8,0.0588,-0.0000,-0.4505,-0.2340,-0.0000,-0.4161,-0.0000,-0.0000
1090,85.132,single_2d,12.8,0.0581,-0.0000,-0.4500,-0.2246,0.0000,-0.4230,-0.0000,-0.0000
1091,85.156,single_2d,12.8,0.0575,-0.0000,-0.4498,-0.2161,-0.0000,-0.4287,-0.0000,-0.0000
1092,85.321,single_2d,12.8,0.0573,-0.0000,-0.4494,-0.2068,-0.0000,-0.4337,-0.0000,-0.0000
1093,85.344,single_2d,12.8,0.0576,0.0000,-0.4483,-0.1966,-0.0000,-0.4382,-0.0000,-0.0000
1094,85.373,single_2d,12.8,0.0578,0.0000,-0.4474,-0.1813,0.0000,-0.4423,-0.0000,-0.0000
1095,85.540,single_2d,12.8,0.0576,0.0000,-0.4464,-0.1658,0.0000,-0.4457,-0.0000,-0.0000
1096,85.564,single_2d,12.8,0.0569,-0.0000,-0.4455,-0.1518,0.0000,-0.4488,-0.0000,-0.0000
1097,85.589,single_2d,12.8,0.0566,-0.0000,-0.4449,-0.1383,-0.0000,-0.4514,-0.0000,-0.0000
1098,85.750,single_2d,12.8,0.0560,-0.0000,-0.4449,-0.1267,-0.0000,-0.4544,-0.0000,-0.0000
1099,85.773,single_2d,12.8,0.0566,-0.0000,-0.4468,-0.1163,-0.0000,-0.4586,-0.0000,-0.0000
1100,85.805,single_2d,12.8,0.0569,0.0000,-0.4481,-0.1049,0.0000,-0.4613,-0.0000,-0.0000
1101,85.985,single_2d,12.8,0.0580,0.0000,-0.4493,-0.0942,-0.0000,-0.4623,-0.0000,-0.0000
1102,86.008,single_2d,12.8,0.0595,0.0000,-0.4497,-0.0836,-0.0000,-0.4625,-0.0000,-0.0000
1103,86.033,single_2d,12.8,0.0589,-0.0000,-0.4489,-0.0756,-0.0000,-0.4624,-0.0000,-0.0000
1104,86.201,single_2d,12.8,0.0592,0.0000,-0.4500,-0.0691,0.0000,-0.4632,-0.0000,-0.0000
1105,86.231,single_2d,12.8,0.0582,-0.0000,-0.4492,-0.0646,-0.0000,-0.4640,-0.0000,-0.0000
1106,86.263,single_2d,12.8,0.0581,-0.0000,-0.4502,-0.0604,-0.0000,-0.4646,-0.0000,-0.0000
1107,86.417,single_2d,12.8,0.0573,-0.0000,-0.4503,-0.0567,0.0000,-0.4645,-0.0000,-0.0000
1108,86.439,single_2d,12.8,0.0571,0.0000,-0.4509,-0.0535,-0.0000,-0.4644,-0.0000,-0.0000
1109,86.462,single_2d,12.8,0.0569,0.0000,-0.4513,-0.0509,0.0000,-0.4644,-0.0000,-0.0000
1110,86.617,single_2d,12.8,0.0569,0.0000,-0.4516,-0.0487,0.0000,-0.4644,-0.0000,-0.0000
1111,86.640,single_2d,12.8,0.0567,0.0000,-0.4523,-0.0479,0.0000,-0.4653,-0.0000,-0.0000
1112,86.665,single_2d,12.8,0.0566,0.0000,-0.4530,-0.0473,0.0000,-0.4660,-0.0000,-0.0000
1113,86.831,single_2d,12.8,0.0566,-0.0000,-0.4535,-0.0467,-0.0000,-0.4667,-0.0000,-0.0000
1114,86.862,single_2d,12.8,0.0567,-0.0000,-0.4527,-0.0454,0.0000,-0.4658,-0.0000,-0.0000
1115,86.895,single_2d,12.8,0.0560,0.0000,-0.4516,-0.0445,-0.0000,-0.4652,-0.0000,-0.0000
1116,87.051,single_2d,12.8,0.0563,-0.0000,-0.4515,-0.0436,-0.0000,-0.4655,-0.0000,-0.0000
1117,87.074,single_2d,12.8,0.0563,0.0000,-0.4511,-0.0432,-0.0000,-0.4661,-0.0000,-0.0000
1118,87.096,single_2d,12.8,0.0564,0.0000,-0.4511,-0.0429,0.0000,-0.4666,-0.0000,-0.0000
1119,87.252,single_2d,12.8,0.0564,0.0000,-0.4509,-0.0429,0.0000,-0.4668,-0.0000,-0.0000
1120,87.275,single_2d,12.8,0.0581,-0.0000,-0.4520,-0.0427,-0.0000,-0.4687,-0.0000,-0.0000
1121,87.300,single_2d,12.9,0.0589,-0.0000,-0.4524,-0.0428,0.0000,-0.4699,-0.0000,-0.0000
1122,87.459,single_2d,12.8,0.0593,0.0000,-0.4530,-0.0431,0.0000,-0.4708,-0.0000,-0.0000
1123,87.481,single_2d,12.8,0.0582,0.0000,-0.4522,-0.0444,0.0000,-0.4716,-0.0000,-0.0000
1124,87.512,single_2d,12.9,0.0578,-0.0000,-0.4523,-0.0450,-0.0000,-0.4727,-0.0000,-0.0000
1125,87.672,single_2d,12.8,0.0578,-0.0000,-0.4524,-0.0453,-0.0000,-0.4735,-0.0000,-0.0000
1126,87.696,single_2d,12.9,0.0574,-0.0000,-0.4530,-0.0457,-0.0000,-0.4742,-0.0000,-0.0000
1127,87.721,single_2d,12.9,0.0572,0.0000,-0.4536,-0.0461,0.0000,-0.4750,-0.0000,-0.0000
1128,87.883,single_2d,12.8,0.0569,0.0000,-0.4539,-0.0466,0.0000,-0.4757,-0.0000,-0.0000
1129,87.906,single_2d,12.9,0.0581,0.0000,-0.4544,-0.0461,0.0000,-0.4760,-0.0000,-0.0000
1130,87.932,single_2d,12.9,0.0579,-0.0000,-0.4547,-0.0462,-0.0000,-0.4758,-0.0000,-0.0000
1131,88.090,single_2d,12.9,0.0579,0.0000,-0.4549,-0.0463,0.0000,-0.4756,-0.0000,-0.0000
1132,88.113,single_2d,12.9,0.0573,-0.0000,-0.4546,-0.0471,-0.0000,-0.4746,-0.0000,-0.0000
1133,88.140,single_2d,12.9,0.0570,-0.0000,-0.4543,-0.0479,-0.0000,-0.4739,-0.0000,-0.0000
1134,88.313,single_2d,12.9,0.0562,0.0000,-0.4540,-0.0490,0.0000,-0.4743,-0.0000,-0.0000
1135,88.336,single_2d,12.9,0.0560,0.0000,-0.4536,-0.0502,-0.0000,-0.4749,-0.0000,-0.0000
1136,88.364,single_2d,12.9,0.0559,-0.0000,-0.4532,-0.0513,-0.0000,-0.4752,-0.0000,-0.0000
1137,88.533,single_2d,12.9,0.0558,-0.0000,-0.4530,-0.0523,-0.0000,-0.4751,-0.0000,-0.0000
1138,88.557,single_2d,12.9,0.0568,0.0000,-0.4543,-0.0527,0.0000,-0.4739,-0.0000,-0.0000
1139,88.581,single_2d,12.9,0.0568,0.0000,-0.4548,-0.0544,-0.0000,-0.4726,-0.0000,-0.0000
1140,88.744,single_2d,12.9,0.0569,-0.0000,-0.4557,-0.0564,-0.0000,-0.4729,-0.0000,-0.0000
1141,88.767,single_2d,12.9,0.0563,0.0000,-0.4561,-0.0582,0.0000,-0.4730,-0.0000,-0.0000
1142,88.791,single_2d,12.9,0.0557,-0.0000,-0.4550,-0.0604,-0.0000,-0.4727,-0.0000,-0.0000
1143,88.953,single_2d,12.9,0.0552,-0.0000,-0.4529,-0.0620,-0.0000,-0.4718,-0.0000,-0.0000
