frame,t,mode,fps,L_body_x,L_body_y,L_body_z,R_body_x,R_body_y,R_body_z,L_tgt_x,R_tgt_x
1144,88.977,single_2d,12.9,0.0552,0.0000,-0.4515,-0.0635,-0.0000,-0.4710,-0.0000,-0.0000
1145,89.003,single_2d,12.9,0.0547,-0.0000,-0.4489,-0.0669,-0.0000,-0.4693,-0.0000,-0.0000
1146,89.184,single_2d,12.9,0.0550,0.0000,-0.4472,-0.0697,0.0000,-0.4687,-0.0000,-0.0000
1147,89.206,single_2d,12.9,0.0543,0.0000,-0.4456,-0.0743,-0.0000,-0.4685,-0.0000,-0.0000
1148,89.231,single_2d,12.9,0.0548,0.0000,-0.4449,-0.0776,0.0000,-0.4668,-0.0000,-0.0000
1149,89.389,single_2d,12.9,0.0556,0.0000,-0.4448,-0.0804,0.0000,-0.4658,-0.0000,-0.0000
1150,89.412,single_2d,12.9,0.0563,0.0000,-0.4459,-0.0831,-0.0000,-0.4623,-0.0000,-0.0000
1151,89.451,single_2d,12.9,0.0574,0.0000,-0.4472,-0.0861,0.0000,-0.4583,-0.0000,-0.0000
1152,89.620,single_2d,12.9,0.0581,0.0000,-0.4476,-0.0890,0.0000,-0.4545,-0.0000,-0.0000
1153,89.644,single_2d,12.9,0.0584,0.0000,-0.4487,-0.0944,-0.0000,-0.4517,-0.0000,-0.0000
1154,89.676,single_2d,12.9,0.0586,-0.0000,-0.4498,-0.0999,-0.0000,-0.4489,-0.0000,-0.0000
1155,89.840,single_2d,12.9,0.0600,0.0000,-0.4512,-0.1045,0.0000,-0.4462,-0.0000,-0.0000
1156,89.863,single_2d,12.9,0.0611,-0.0000,-0.4523,-0.1086,-0.0000,-0.4436,-0.0000,-0.0000
1157,89.887,single_2d,12.9,0.0621,0.0000,-0.4533,-0.1122,0.0000,-0.4402,-0.0000,-0.0000
1158,90.048,single_2d,12.9,0.0626,0.0000,-0.4543,-0.1158,0.0000,-0.4356,-0.0000,-0.0000
1159,90.070,single_2d,12.9,0.0633,-0.0000,-0.4555,-0.1198,-0.0000,-0.4322,-0.0000,-0.0000
1160,90.095,single_2d,12.9,0.0639,0.0000,-0.4562,-0.1236,0.0000,-0.4291,-0.0000,-0.0000
1161,90.251,single_2d,12.9,0.0643,-0.0000,-0.4564,-0.1266,-0.0000,-0.4256,-0.0000,-0.0000
1162,90.274,single_2d,12.9,0.0640,-0.0000,-0.4568,-0.1292,0.0000,-0.4217,-0.0000,-0.0000
1163,90.298,single_2d,12.9,0.0642,-0.0000,-0.4566,-0.1312,0.0000,-0.4172,-0.0000,-0.0000
1164,90.463,single_2d,12.9,0.0644,-0.0000,-0.4565,-0.1329,-0.0000,-0.4125,-0.0000,-0.0000
1165,90.487,single_2d,12.9,0.0648,0.0000,-0.4563,-0.1352,0.0000,-0.4057,-0.0000,-0.0000
1166,90.512,single_2d,12.9,0.0656,-0.0000,-0.4562,-0.1381,-0.0000,-0.3977,-0.0000,-0.0000
1167,90.683,single_2d,12.9,0.0661,0.0000,-0.4560,-0.1409,0.0000,-0.3902,-0.0000,-0.0000
1168,90.705,single_2d,12.9,0.0664,-0.0000,-0.4557,-0.1438,-0.0000,-0.3837,-0.0000,-0.0000
1169,90.728,single_2d,12.9,0.0666,-0.0000,-0.4559,-0.1463,-0.0000,-0.3784,-0.0000,-0.0000
1170,90.889,single_2d,12.9,0.0665,-0.0000,-0.4560,-0.1486,0.0000,-0.3736,-0.0000,-0.0000
1171,90.912,single_2d,12.9,0.0660,-0.0000,-0.4560,-0.1512,-0.0000,-0.3676,-0.0000,-0.0000
1172,90.940,single_2d,12.9,0.0657,-0.0000,-0.4560,-0.1538,-0.0000,-0.3614,-0.0000,-0.0000
1173,91.104,single_2d,12.9,0.0653,-0.0000,-0.4562,-0.1562,-0.0000,-0.3554,-0.0000,-0.0000
1174,91.127,single_2d,12.9,0.0664,-0.0000,-0.4566,-0.1588,0.0000,-0.3486,-0.0000,-0.0000
1175,91.149,single_2d,12.9,0.0671,0.0000,-0.4568,-0.1608,0.0000,-0.3423,-0.0000,-0.0000
1176,91.310,single_2d,12.9,0.0672,0.0000,-0.4569,-0.1636,0.0000,-0.3367,-0.0000,-0.0000
1177,91.333,single_2d,12.9,0.0667,0.0000,-0.4569,-0.1660,-0.0000,-0.3309,-0.0000,-0.0000
1178,91.358,single_2d,12.9,0.0660,-0.0000,-0.4571,-0.1672,0.0000,-0.3231,-0.0000,-0.0000
1179,91.517,single_2d,12.9,0.0652,0.0000,-0.4572,-0.1672,0.0000,-0.3135,-0.0000,-0.0000
1180,91.540,single_2d,12.9,0.0639,-0.0000,-0.4571,-0.1646,0.0000,-0.3004,-0.0000,-0.0000
1181,91.565,single_2d,12.9,0.0629,-0.0000,-0.4568,-0.1614,0.0000,-0.2861,-0.0000,-0.0000
1182,91.726,single_2d,12.9,0.0614,-0.0000,-0.4570,-0.1600,0.0000,-0.2728,-0.0000,-0.0000
1183,91.748,single_2d,12.9,0.0600,-0.0000,-0.4569,-0.1600,-0.0000,-0.2626,-0.0000,-0.0000
1184,91.772,single_2d,12.9,0.0591,-0.0000,-0.4569,-0.1597,-0.0000,-0.2510,-0.0000,-0.0000
1185,91.934,single_2d,12.9,0.0577,0.0000,-0.4568,-0.1591,-0.0000,-0.2399,-0.0000,-0.0000
1186,91.955,single_2d,12.9,0.0566,0.0000,-0.4564,-0.1601,0.0000,-0.2301,-0.0000,-0.0000
1187,91.980,single_2d,12.9,0.0557,-0.0000,-0.4564,-0.1626,0.0000,-0.2199,-0.0000,-0.0000
1188,92.146,single_2d,12.9,0.0553,-0.0000,-0.4561,-0.1664,0.0000,-0.2097,-0.0000,-0.0000
1189,92.169,single_2d,12.9,0.0556,-0.0000,-0.4552,-0.1710,-0.0000,-0.2003,-0.0000,-0.0000
1190,92.193,single_2d,12.9,0.0571,-0.0000,-0.4544,-0.1763,0.0000,-0.1894,-0.0000,-0.0000
1191,92.357,single_2d,12.9,0.0582,-0.0000,-0.4555,-0.1826,0.0000,-0.1765,-0.0000,-0.0000
1192,92.380,single_2d,12.9,0.0597,0.0000,-0.4557,-0.1888,0.0000,-0.1660,-0.0000,-0.0000
1193,92.413,single_2d,12.9,0.0597,-0.0000,-0.4556,-0.1874,-0.0000,-0.1532,-0.0000,-0.0000
1194,92.579,single_2d,12.9,0.0590,0.0000,-0.4555,-0.1829,-0.0000,-0.1404,-0.0000,-0.0000
1195,92.601,single_2d,12.9,0.0585,-0.0000,-0.4559,-0.1787,-0.0000,-0.1263,-0.0000,-0.0000
1196,92.624,single_2d,12.9,0.0577,0.0000,-0.4560,-0.1772,-0.0000,-0.1115,-0.0000,-0.0000
1197,92.790,single_2d,12.9,0.0566,-0.0000,-0.4560,-0.1766,0.0000,-0.0961,-0.0000,-0.0000
1198,92.812,single_2d,12.9,0.0549,-0.0000,-0.4560,-0.1768,0.0000,-0.0816,-0.0000,-0.0000
1199,92.845,single_2d,12.9,0.0531,-0.0000,-0.4563,-0.1796,-0.0000,-0.0618,-0.0000,-0.0000
1200,93.013,single_2d,12.9,0.0510,0.0000,-0.4570,-0.1811,-0.0000,-0.0401,-0.0000,-0.0000
1201,93.035,single_2d,12.9,0.0495,-0.0000,-0.4565,-0.1864,0.0000,-0.0200,-0.0000,-0.0000
1202,93.058,single_2d,12.9,0.0484,-0.0000,-0.4559,-0.1914,0.0000,0.0004,-0.0000,-0.0000
1203,93.219,single_2d,12.9,0.0479,-0.0000,-0.4553,-0.1911,0.0000,0.0278,-0.0000,-0.0000
1204,93.242,single_2d,12.9,0.0479,0.0000,-0.4567,-0.1893,-0.0000,0.0499,-0.0000,-0.0000
1205,93.268,single_2d,12.9,0.0484,0.0000,-0.4578,-0.1845,0.0000,0.0793,-0.0000,-0.0000
1206,93.431,single_2d,12.9,0.0498,0.0000,-0.4600,-0.1791,-0.0000,0.1056,-0.0000,-0.0000
1207,93.454,single_2d,12.9,0.0515,-0.0000,-0.4607,-0.1727,0.0000,0.1326,-0.0000,-0.0000
1208,93.484,single_2d,12.9,0.0536,0.0000,-0.4613,-0.1681,0.0000,0.1593,-0.0000,-0.0000
1209,93.651,single_2d,12.9,0.0556,0.0000,-0.4614,-0.1651,0.0000,0.1833,-0.0000,-0.0000
1210,93.676,single_2d,12.9,0.0590,0.0000,-0.4613,-0.1634,-0.0000,0.1979,-0.0000,-0.0000
1211,93.699,single_2d,12.9,0.0618,-0.0000,-0.4611,-0.1615,0.0000,0.2140,-0.0000,-0.0000
1212,93.858,single_2d,12.9,0.0643,-0.0000,-0.4610,-0.1578,0.0000,0.2313,-0.0000,-0.0000
1213,93.881,single_2d,12.9,0.0635,-0.0000,-0.4597,-0.1558,0.0000,0.2437,-0.0000,-0.0000
1214,93.905,single_2d,12.9,0.0628,0.0000,-0.4587,-0.1543,-0.0000,0.2539,-0.0000,-0.0000
1215,94.071,single_2d,12.9,0.0625,0.0000,-0.4582,-0.1535,-0.0000,0.2647,-0.0000,-0.0000
1216,94.094,single_2d,12.9,0.0643,0.0000,-0.4580,-0.1515,0.0000,0.2739,-0.0000,-0.0000
1217,94.119,single_2d,12.9,0.0641,0.0000,-0.4578,-0.1492,0.0000,0.2772,-0.0000,-0.0000
1218,94.280,single_2d,12.9,0.0629,-0.0000,-0.4577,-0.1470,0.0000,0.2794,-0.0000,-0.0000
1219,94.303,single_2d,12.9,0.0625,-0.0000,-0.4579,-0.1453,-0.0000,0.2812,-0.0000,-0.0000
1220,94.328,single_2d,12.9,0.0619,0.0000,-0.4580,-0.1442,-0.0000,0.2828,-0.0000,-0.0000
1221,94.502,single_2d,12.9,0.0617,-0.0000,-0.4582,-0.1443,0.0000,0.2851,-0.0000,-0.0000
1222,94.530,single_2d,12.9,0.0608,-0.0000,-0.4586,-0.1446,-0.0000,0.2878,-0.0000,-0.0000
1223,94.559,single_2d,12.9,0.0609,-0.0000,-0.4589,-0.1450,-0.0000,0.2903,-0.0000,-0.0000
1224,94.736,single_2d,12.9,0.0611,0.0000,-0.4591,-0.1450,0.0000,0.2922,-0.0000,-0.0000
1225,94.763,single_2d,12.9,0.0615,-0.0000,-0.4596,-0.1450,0.0000,0.2912,-0.0000,-0.0000
1226,94.789,single_2d,12.9,0.0622,0.0000,-0.4599,-0.1458,-0.0000,0.2964,-0.0000,-0.0000
1227,94.957,single_2d,12.9,0.0629,-0.0000,-0.4599,-0.1465,-0.0000,0.3002,-0.0000,-0.0000
1228,94.982,single_2d,12.9,0.0629,-0.0000,-0.4599,-0.1473,0.0000,0.3022,-0.0000,-0.0000
1229,95.008,single_2d,12.9,0.0631,0.0000,-0.4598,-0.1478,-0.0000,0.3031,-0.0000,-0.0000
1230,95.193,single_2d,12.9,0.0631,-0.0000,-0.4592,-0.1477,-0.0000,0.3025,-0.0000,-0.0000
1231,95.216,single_2d,12.9,0.0640,-0.0000,-0.4603,-0.1462,0.0000,0.3030,-0.0000,-0.0000
1232,95.244,single_2d,12.9,0.0651,0.0000,-0.4608,-0.1464,-0.0000,0.3034,-0.0000,-0.0000
1233,95.424,single_2d,12.9,0.0667,0.0000,-0.4612,-0.1471,0.0000,0.3050,-0.0000,-0.0000
1234,95.447,single_2d,12.9,0.0674,-0.0000,-0.4607,-0.1476,-0.0000,0.3032,-0.0000,-0.0000
1235,95.471,single_2d,12.9,0.0680,0.0000,-0.4605,-0.1483,-0.0000,0.3018,-0.0000,-0.0000
1236,95.634,single_2d,12.9,0.0684,-0.0000,-0.4604,-0.1491,0.0000,0.3022,-0.0000,-0.0000
1237,95.658,single_2d,12.9,0.0686,0.0000,-0.4616,-0.1489,0.0000,0.2992,-0.0000,-0.0000
1238,95.681,single_2d,12.9,0.0683,-0.0000,-0.4619,-0.1490,0.0000,0.2963,-0.0000,-0.0000
1239,95.851,single_2d,12.9,0.0679,-0.0000,-0.4624,-0.1491,0.0000,0.2913,-0.0000,-0.0000
1240,95.876,single_2d,12.9,0.0673,-0.0000,-0.4608,-0.1499,-0.0000,0.2878,-0.0000,-0.0000
1241,95.901,single_2d,13.0,0.0666,-0.0000,-0.4599,-0.1500,0.0000,0.2807,-0.0000,-0.0000
1242,96.068,single_2d,12.9,0.0659,-0.0000,-0.4591,-0.1507,0.0000,0.2759,-0.0000,-0.0000
1243,96.092,single_2d,12.9,0.0661,0.0000,-0.4596,-0.1494,-0.0000,0.2741,-0.0000,-0.0000
1244,96.116,single_2d,13.0,0.0660,-0.0000,-0.4599,-0.1481,0.0000,0.2734,-0.0000,-0.0000
1245,96.282,single_2d,12.9,0.0661,-0.0000,-0.4601,-0.1473,0.0000,0.2715,-0.0000,-0.0000
1246,96.305,single_2d,12.9,0.0667,0.0000,-0.4610,-0.1465,-0.0000,0.2704,-0.0000,-0.0000
1247,96.329,single_2d,13.0,0.0671,0.0000,-0.4618,-0.1454,-0.0000,0.2673,-0.0000,-0.0000
1248,96.495,single_2d,12.9,0.0667,0.0000,-0.4625,-0.1434,0.0000,0.2549,-0.0000,-0.0000
1249,96.518,single_2d,13.0,0.0676,-0.0000,-0.4637,-0.1415,0.0000,0.2483,-0.0000,-0.0000
1250,96.542,single_2d,13.0,0.0686,0.0000,-0.4646,-0.1391,0.0000,0.2409,-0.0000,-0.0000
1251,96.710,single_2d,12.9,0.0694,-0.0000,-0.4664,-0.1352,0.0000,0.2324,-0.0000,-0.0000
1252,96.734,single_2d,13.0,0.0713,-0.0000,-0.4669,-0.1293,0.0000,0.2263,-0.0000,-0.0000
1253,96.759,single_2d,13.0,0.0724,0.0000,-0.4682,-0.1250,-0.0000,0.2181,-0.0000,-0.0000
1254,96.923,single_2d,12.9,0.0729,-0.0000,-0.4694,-0.1214,-0.0000,0.2076,-0.0000,-0.0000
1255,96.946,single_2d,13.0,0.0702,-0.0000,-0.4701,-0.1212,-0.0000,0.1872,-0.0000,-0.0000
1256,96.972,single_2d,13.0,0.0681,0.0000,-0.4706,-0.1200,-0.0000,0.1719,-0.0000,-0.0000
1257,97.145,single_2d,12.9,0.0666,0.0000,-0.4701,-0.1198,-0.0000,0.1553,-0.0000,-0.0000
1258,97.168,single_2d,13.0,0.0654,0.0000,-0.4698,-0.1193,0.0000,0.1373,-0.0000,-0.0000
1259,97.193,single_2d,13.0,0.0642,-0.0000,-0.4694,-0.1206,0.0000,0.1184,-0.0000,-0.0000
1260,97.364,single_2d,13.0,0.0631,-0.0000,-0.4690,-0.1227,-0.0000,0.1010,-0.0000,-0.0000
1261,97.388,single_2d,13.0,0.0622,-0.0000,-0.4681,-0.1246,0.0000,0.0835,-0.0000,-0.0000
1262,97.411,single_2d,13.0,0.0614,0.0000,-0.4675,-0.1267,-0.0000,0.0675,-0.0000,-0.0000
1263,97.594,single_2d,13.0,0.0605,-0.0000,-0.4680,-0.1284,-0.0000,0.0547,-0.0000,-0.0000
1264,97.617,single_2d,13.0,0.0601,0.0000,-0.4682,-0.1306,-0.0000,0.0409,-0.0000,-0.0000
1265,97.646,single_2d,13.0,0.0602,-0.0000,-0.4687,-0.1306,0.0000,0.0323,-0.0000,-0.0000
1266,97.818,single_2d,13.0,0.0602,0.0000,-0.4694,-0.1297,-0.0000,0.0217,-0.0000,-0.0000
1267,97.841,single_2d,13.0,0.0607,-0.0000,-0.4711,-0.1281,0.0000,0.0173,-0.0000,-0.0000
1268,97.865,single_2d,13.0,0.0630,-0.0000,-0.4722,-0.1286,0.0000,0.0120,-0.0000,-0.0000
1269,98.035,single_2d,13.0,0.0646,-0.0000,-0.4732,-0.1288,-0.0000,0.0004,-0.0000,-0.0000
1270,98.059,single_2d,13.0,0.0657,0.0000,-0.4741,-0.1277,0.0000,-0.0115,-0.0000,-0.0000
1271,98.084,single_2d,13.0,0.0676,0.0000,-0.4754,-0.1424,0.0000,-0.0212,-0.0000,-0.0000
1272,98.251,single_2d,13.0,0.0693,-0.0000,-0.4770,-0.1516,0.0000,-0.0350,-0.0000,-0.0000
1273,98.274,single_2d,13.0,0.0716,-0.0000,-0.4786,-0.1518,0.0000,-0.0514,-0.0000,-0.0000
1274,98.298,single_2d,13.0,0.0727,-0.0000,-0.4794,-0.1586,0.0000,-0.0682,-0.0000,-0.0000
1275,98.462,single_2d,13.0,0.0731,-0.0000,-0.4801,-0.1666,-0.0000,-0.0902,-0.0000,-0.0000
1276,98.485,single_2d,13.0,0.0731,0.0000,-0.4789,-0.1701,0.0000,-0.1126,-0.0000,-0.0000
1277,98.511,single_2d,13.0,0.0729,0.0000,-0.4765,-0.1683,0.0000,-0.1375,-0.0000,-0.0000
1278,98.681,single_2d,13.0,0.0733,-0.0000,-0.4729,-0.1712,-0.0000,-0.1652,-0.0000,-0.0000
1279,98.704,single_2d,13.0,0.0735,0.0000,-0.4689,-0.1702,0.0000,-0.1891,-0.0000,-0.0000
1280,98.728,single_2d,13.0,0.0746,-0.0000,-0.4659,-0.1704,0.0000,-0.2109,-0.0000,-0.0000
1281,98.892,single_2d,13.0,0.0752,0.0000,-0.4634,-0.1696,0.0000,-0.2310,-0.0000,-0.0000
1282,98.915,single_2d,13.0,0.0746,0.0000,-0.4609,-0.1658,-0.0000,-0.2457,-0.0000,-0.0000
1283,98.943,single_2d,13.0,0.0745,-0.0000,-0.4591,-0.1644,0.0000,-0.2590,-0.0000,-0.0000
1284,99.112,single_2d,13.0,0.0746,-0.0000,-0.4575,-0.1636,0.0000,-0.2710,-0.0000,-0.0000
1285,99.136,single_2d,13.0,0.0748,0.0000,-0.4563,-0.1636,0.0000,-0.2818,-0.0000,-0.0000
1286,99.159,single_2d,13.0,0.0745,0.0000,-0.4554,-0.1587,-0.0000,-0.2953,-0.0000,-0.0000
1287,99.319,single_2d,13.0,0.0742,0.0000,-0.4544,-0.1517,0.0000,-0.3069,-0.0000,-0.0000
1288,99.341,single_2d,13.0,0.0745,0.0000,-0.4534,-0.1480,0.0000,-0.3152,-0.0000,-0.0000
1289,99.372,single_2d,13.0,0.0746,-0.0000,-0.4528,-0.1444,0.0000,-0.3277,-0.0000,-0.0000
1290,99.542,single_2d,13.0,0.0747,0.0000,-0.4524,-0.1425,0.0000,-0.3410,-0.0000,-0.0000
1291,99.565,single_2d,13.0,0.0750,0.0000,-0.4524,-0.1411,0.0000,-0.3497,-0.0000,-0.0000
1292,99.589,single_2d,13.0,0.0753,0.0000,-0.4528,-0.1393,-0.0000,-0.3582,-0.0000,-0.0000
1293,99.752,single_2d,13.0,0.0756,-0.0000,-0.4532,-0.1372,-0.0000,-0.3672,-0.0000,-0.0000
1294,99.776,single_2d,13.0,0.0759,-0.0000,-0.4542,-0.1329,-0.0000,-0.3756,-0.0000,-0.0000
1295,99.804,single_2d,13.0,0.0770,-0.0000,-0.4547,-0.1294,-0.0000,-0.3846,-0.0000,-0.0000
1296,99.993,single_2d,13.0,0.0780,-0.0000,-0.4552,-0.1245,0.0000,-0.3914,-0.0000,-0.0000
1297,100.018,single_2d,13.0,0.0791,-0.0000,-0.4553,-0.1201,-0.0000,-0.3966,-0.0000,-0.0000
1298,100.043,single_2d,13.0,0.0801,0.0000,-0.4554,-0.1161,0.0000,-0.4017,-0.0000,-0.0000
1299,100.208,single_2d,13.0,0.0808,0.0000,-0.4556,-0.1125,-0.0000,-0.4072,-0.0000,-0.0000
1300,100.231,single_2d,13.0,0.0811,-0.0000,-0.4560,-0.1080,0.0000,-0.4132,-0.0000,-0.0000
1301,100.255,single_2d,13.0,0.0816,-0.0000,-0.4564,-0.1040,-0.0000,-0.4184,-0.0000,-0.0000
1302,100.418,single_2d,13.0,0.0823,-0.0000,-0.4567,-0.1000,-0.0000,-0.4234,-0.0000,-0.0000
1303,100.441,single_2d,13.0,0.0829,0.0000,-0.4571,-0.0958,0.0000,-0.4290,-0.0000,-0.0000
1304,100.464,single_2d,13.0,0.0833,0.0000,-0.4575,-0.0923,0.0000,-0.4340,-0.0000,-0.0000
1305,100.626,single_2d,13.0,0.0837,0.0000,-0.4579,-0.0891,0.0000,-0.4381,-0.0000,-0.0000
1306,100.649,single_2d,13.0,0.0839,-0.0000,-0.4588,-0.0858,-0.0000,-0.4422,-0.0000,-0.0000
1307,100.672,single_2d,13.0,0.0839,0.0000,-0.4592,-0.0826,0.0000,-0.4464,-0.0000,-0.0000
1308,100.838,single_2d,13.0,0.0838,-0.0000,-0.4597,-0.0799,-0.0000,-0.4500,-0.0000,-0.0000
1309,100.861,single_2d,13.0,0.0842,0.0000,-0.4604,-0.0763,0.0000,-0.4540,-0.0000,-0.0000
1310,100.885,single_2d,13.0,0.0830,0.0000,-0.4609,-0.0728,0.0000,-0.4583,-0.0000,-0.0000
1311,101.046,single_2d,13.0,0.0815,-0.0000,-0.4612,-0.0691,-0.0000,-0.4617,-0.0000,-0.0000
1312,101.070,single_2d,13.0,0.0799,0.0000,-0.4616,-0.0641,0.0000,-0.4640,-0.0000,-0.0000
1313,101.094,single_2d,13.0,0.0788,-0.0000,-0.4622,-0.0605,0.0000,-0.4660,-0.0000,-0.0000
1314,101.257,single_2d,13.0,0.0777,-0.0000,-0.4628,-0.0574,-0.0000,-0.4681,-0.0000,-0.0000
1315,101.280,single_2d,13.0,0.0765,-0.0000,-0.4635,-0.0556,0.0000,-0.4700,-0.0000,-0.0000
1316,101.310,single_2d,13.0,0.0753,0.0000,-0.4638,-0.0540,-0.0000,-0.4723,-0.0000,-0.0000
1317,101.476,single_2d,13.0,0.0743,0.0000,-0.4638,-0.0526,0.0000,-0.4743,-0.0000,-0.0000
1318,101.500,single_2d,13.0,0.0735,0.0000,-0.4636,-0.0511,-0.0000,-0.4768,-0.0000,-0.0000
1319,101.524,single_2d,13.0,0.0724,-0.0000,-0.4632,-0.0496,0.0000,-0.4789,-0.0000,-0.0000
1320,101.691,single_2d,13.0,0.0714,-0.0000,-0.4629,-0.0482,-0.0000,-0.4810,-0.0000,-0.0000
1321,101.715,single_2d,13.0,0.0707,0.0000,-0.4623,-0.0467,-0.0000,-0.4828,-0.0000,-0.0000
1322,101.740,single_2d,13.0,0.0701,-0.0000,-0.4617,-0.0451,0.0000,-0.4842,-0.0000,-0.0000
1323,101.911,single_2d,13.0,0.0693,-0.0000,-0.4610,-0.0440,-0.0000,-0.4858,-0.0000,-0.0000
1324,101.934,single_2d,13.0,0.0694,-0.0000,-0.4611,-0.0427,-0.0000,-0.4876,-0.0000,-0.0000
1325,101.959,single_2d,13.0,0.0694,-0.0000,-0.4613,-0.0415,-0.0000,-0.4889,-0.0000,-0.0000
1326,102.121,single_2d,13.0,0.0695,-0.0000,-0.4616,-0.0404,-0.0000,-0.4894,-0.0000,-0.0000
1327,102.145,single_2d,13.0,0.0696,0.0000,-0.4616,-0.0397,0.0000,-0.4889,-0.0000,-0.0000
1328,102.173,single_2d,13.0,0.0696,-0.0000,-0.4613,-0.0391,-0.0000,-0.4884,-0.0000,-0.0000
1329,102.341,single_2d,13.0,0.0688,0.0000,-0.4614,-0.0387,-0.0000,-0.4878,-0.0000,-0.0000
1330,102.364,single_2d,13.0,0.0679,-0.0000,-0.4618,-0.0386,-0.0000,-0.4886,-0.0000,-0.0000
1331,102.389,single_2d,13.0,0.0675,0.0000,-0.4622,-0.0381,0.0000,-0.4890,-0.0000,-0.0000
1332,102.550,single_2d,13.0,0.0673,-0.0000,-0.4626,-0.0378,0.0000,-0.4891,-0.0000,-0.0000
1333,102.574,single_2d,13.0,0.0658,0.0000,-0.4627,-0.0374,0.0000,-0.4890,-0.0000,-0.0000
1334,102.604,single_2d,13.0,0.0649,0.0000,-0.4628,-0.0369,-0.0000,-0.4883,-0.0000,-0.0000
1335,102.789,single_2d,13.0,0.0642,0.0000,-0.4630,-0.0365,0.0000,-0.4883,-0.0000,-0.0000
1336,102.811,single_2d,13.0,0.0654,0.0000,-0.4635,-0.0356,-0.0000,-0.4877,-0.0000,-0.0000
1337,102.844,single_2d,13.0,0.0664,0.0000,-0.4637,-0.0348,0.0000,-0.4871,-0.0000,-0.0000
1338,103.009,single_2d,13.0,0.0672,-0.0000,-0.4634,-0.0343,0.0000,-0.4863,-0.0000,-0.0000
1339,103.031,single_2d,13.0,0.0665,0.0000,-0.4635,-0.0352,-0.0000,-0.4859,-0.0000,-0.0000
1340,103.061,single_2d,13.0,0.0653,0.0000,-0.4634,-0.0359,0.0000,-0.4859,-0.0000,-0.0000
1341,103.220,single_2d,13.0,0.0651,-0.0000,-0.4635,-0.0364,0.0000,-0.4859,-0.0000,-0.0000
1342,103.243,single_2d,13.0,0.0645,0.0000,-0.4633,-0.0369,-0.0000,-0.4876,-0.0000,-0.0000
1343,103.276,single_2d,13.0,0.0643,-0.0000,-0.4633,-0.0372,-0.0000,-0.4884,-0.0000,-0.0000
1344,103.442,single_2d,13.0,0.0640,-0.0000,-0.4633,-0.0374,-0.0000,-0.4892,-0.0000,-0.0000
1345,103.465,single_2d,13.0,0.0650,-0.0000,-0.4635,-0.0378,-0.0000,-0.4893,-0.0000,-0.0000
1346,103.488,single_2d,13.0,0.0657,0.0000,-0.4634,-0.0379,-0.0000,-0.4893,-0.0000,-0.0000
1347,103.653,single_2d,13.0,0.0664,0.0000,-0.4634,-0.0381,0.0000,-0.4889,-0.0000,-0.0000
1348,103.677,single_2d,13.0,0.0670,-0.0000,-0.4635,-0.0381,-0.0000,-0.4884,-0.0000,-0.0000
1349,103.708,single_2d,13.0,0.0675,0.0000,-0.4636,-0.0382,-0.0000,-0.4878,-0.0000,-0.0000
1350,103.877,single_2d,13.0,0.0680,-0.0000,-0.4634,-0.0382,-0.0000,-0.4868,-0.0000,-0.0000
1351,103.901,single_2d,13.0,0.0684,0.0000,-0.4632,-0.0383,0.0000,-0.4857,-0.0000,-0.0000
1352,103.931,single_2d,13.0,0.0689,-0.0000,-0.4632,-0.0384,-0.0000,-0.4850,-0.0000,-0.0000
1353,104.091,single_2d,13.0,0.0693,-0.0000,-0.4632,-0.0384,-0.0000,-0.4848,-0.0000,-0.0000
1354,104.114,single_2d,13.0,0.0704,-0.0000,-0.4634,-0.0384,0.0000,-0.4853,-0.0000,-0.0000
1355,104.141,single_2d,13.0,0.0712,0.0000,-0.4635,-0.0384,0.0000,-0.4856,-0.0000,-0.0000
1356,104.311,single_2d,13.0,0.0713,0.0000,-0.4636,-0.0381,0.0000,-0.4856,-0.0000,-0.0000
1357,104.335,single_2d,13.0,0.0715,-0.0000,-0.4637,-0.0384,-0.0000,-0.4858,-0.0000,-0.0000
1358,104.358,single_2d,13.0,0.0720,-0.0000,-0.4637,-0.0394,-0.0000,-0.4851,-0.0000,-0.0000
1359,104.522,single_2d,13.0,0.0728,0.0000,-0.4637,-0.0413,0.0000,-0.4848,-0.0000,-0.0000
1360,104.545,single_2d,13.0,0.0743,0.0000,-0.4634,-0.0459,-0.0000,-0.4834,-0.0000,-0.0000
1361,104.572,single_2d,13.0,0.0756,-0.0000,-0.4608,-0.0618,0.0000,-0.4807,-0.0000,-0.0000
1362,104.746,single_2d,13.0,0.0771,-0.0000,-0.4575,-0.0781,0.0000,-0.4772,-0.0000,-0.0000
1363,104.769,single_2d,13.0,0.0788,0.0000,-0.4555,-0.0937,-0.0000,-0.4730,-0.0000,-0.0000
1364,104.794,single_2d,13.0,0.0802,-0.0000,-0.4549,-0.1162,0.0000,-0.4684,-0.0000,-0.0000
1365,104.960,single_2d,13.0,0.0815,-0.0000,-0.4547,-0.1370,-0.0000,-0.4630,-0.0000,-0.0000
1366,104.982,single_2d,13.0,0.0819,0.0000,-0.4557,-0.1567,-0.0000,-0.4571,-0.0000,-0.0000
1367,105.007,single_2d,13.0,0.0835,0.0000,-0.4572,-0.1816,-0.0000,-0.4485,-0.0000,-0.0000
1368,105.185,single_2d,13.0,0.0877,-0.0000,-0.4588,-0.2037,0.0000,-0.4392,-0.0000,-0.0000
